Start time ,Lat,Long ,Velocity ,Time ,Time offset ,
18:55:37,37.4268598,-122.1730839,0.746495,1.3917E+13,0,0.999927771
18:55:38,37.4268388,-122.1730712,1.03E+00,1.3918E+13,1005284266,
18:55:38,37.42681831,-122.1730417,1.09,1.3918E+13,1005284266,
18:55:39,37.42682029,-122.1730479,0,1.3919E+13,2001375564,
18:55:38,37.4268238,-122.173061,0.996927,1.39189E+13,1919171231,
18:55:38,37.4266206,-122.1730541,,1.3918E+13,1001908155,
18:55:39,37.4268132,-122.1730511,0.971907,1.39195E+13,2466908155,
18:55:40,37.42679425,-122.1730254,2.88,1.392E+13,3001954778,
18:55:39,37.4268115,-122.1730475,0.923023,1.392E+13,2997776074,
18:55:41,37.42679472,-122.1729848,3.4,1.3921E+13,4008949201,
18:55:40,37.4268091,-122.1730346,1.587175,1.39206E+13,3596985241,
18:55:41,37.4268039,-122.1730029,2.572199,1.39217E+13,4675592272,
18:55:41,37.42678079,-122.1729434,3.41,1.3922E+13,4994751903,
18:55:42,37.4267881,-122.1729488,3.036969,1.39229E+13,5874005137,
18:55:43,37.42675219,-122.1729171,4.5,1.3923E+13,6005113254,
18:55:43,37.4267592,-122.1729215,3.715193,1.39235E+13,6473219564,
18:55:44,37.4267374,-122.1729079,4.078431,1.3924E+13,7006202625,
18:55:44,37.42672018,-122.1729055,3.25,1.3924E+13,7006202625,
18:55:45,37.42668713,-122.1729525,5.24,1.3925E+13,8010561631,
18:55:44,37.4267027,-122.1728946,3.83257,1.39246E+13,7551812741,
18:55:45,37.4266914,-122.1729166,3.799851,1.39251E+13,8140518210,
18:55:45,37.4266681,-122.172936,3.861976,1.39257E+13,8729908155,
18:55:46,37.42665506,-122.1729722,3.63,1.3926E+13,9001687823,
18:55:46,37.4266369,-122.172965,3.730571,1.39264E+13,9349473001,
18:55:46,37.42662255,-122.1729921,4.15,1.3927E+13,9999502089,
18:55:46,37.4266284,-122.1729775,3.691946,1.3927E+13,9948683106,
18:55:47,37.4266021,-122.1730014,3.71702,1.39276E+13,10547909564,
18:55:48,37.42657809,-122.1730333,5.16,1.3928E+13,11006596200,
18:55:48,37.4265816,-122.1730177,4.187338,1.39281E+13,11140518210,
18:55:49,37.42652687,-122.1730399,5.14,1.3929E+13,12006460987,
18:55:48,37.4265565,-122.1730328,4.482061,1.39288E+13,11746369251,
18:55:49,37.4265318,-122.1730391,4.83925,1.39293E+13,12315908155,
18:55:49,37.4264847,-122.1730576,3.77,1.393E+13,12997945357,
18:55:49,37.4264964,-122.1730489,5.040857,1.39298E+13,12824915918,
18:55:50,37.4264625,-122.17306,4.733314,1.39304E+13,13424126283,
