Start time ,Lat,Long ,Velocity ,Time ,Time offset ,
8:59:02 AM,37.4205319,-122.1584508,1.0007398,494834963356250,0,0.9999980029
8:59:02 AM,37.42056138,-122.158447,0.83,494835951571922,988215672,
8:59:02 AM,37.4205547,-122.1584456,0.8419253,494835951571922,988215672,
8:59:03 AM,37.4206147,-122.1583652,2.9,494836959809001,1996452751,
8:59:03 AM,37.42056373,-122.1584233,2.2063923,494836959809001,1996452751,
8:59:04 AM,37.420563,-122.1584291,2.92,494837962168789,2998812539,
8:59:04 AM,37.4205498,-122.1584182,2.8884583,494837962168789,2998812539,
8:59:05 AM,37.4205531,-122.1584164,4.15,494838956205658,3992849408,
8:59:05 AM,37.42052915,-122.1584393,3.4712334,494838956205658,3992849408,
8:59:06 AM,37.4205363,-122.1584233,2.38,494839952799820,4989443570,
8:59:06 AM,37.42052174,-122.1584707,2.8082192,494839952799820,4989443570,
8:59:07 AM,37.4205213,-122.1584519,1.97,494840956768462,5993412212,
8:59:07 AM,37.4205183,-122.1584938,1.8110712,494840956768462,5993412212,
8:59:09 AM,37.4205165,-122.158487,3.6,494841966814396,7003458146,
8:59:09 AM,37.42054189,-122.1585398,2.4865594,494841966814396,7003458146,
8:59:10 AM,37.4205267,-122.158518,4.22,494842969822100,8006465850,
8:59:10 AM,37.42055972,-122.1585838,4.117508,494842969822100,8006465850,
8:59:11 AM,37.420554,-122.1585676,4.17,494843971924231,9008567981,
8:59:11 AM,37.42058002,-122.1586195,4.1774635,494843971924231,9008567981,
8:59:11 AM,37.4205782,-122.1586129,4.02,494844951246360,9987890110,
8:59:11 AM,37.42059899,-122.1586548,4.0587707,494844951246360,9987890110,
8:59:13 AM,37.4205983,-122.1586515,5.21,494845967669951,11004313701,
8:59:13 AM,37.4206187,-122.1586959,5.1661167,494845967669951,11004313701,
8:59:13 AM,37.4206175,-122.1586914,4.19,494846962958487,11999602237,
8:59:13 AM,37.42064118,-122.1587303,5.198579,494846962958487,11999602237,
8:59:13 AM,37.4206382,-122.1587262,,494846774000000,11810643750,
8:59:14 AM,37.4206511,-122.1585443,4.7260695,494847529251651,12565895401,
8:59:14 AM,37.420651,-122.1587437,5.25,494847962944264,12999588014,
8:59:15 AM,37.42066356,-122.1587823,4.868146,494848128375401,13165019151,
8:59:16 AM,37.4206734,-122.158786,4.86,494848963671707,14000315457,
8:59:16 AM,37.42068818,-122.1588334,4.859463,494848963671707,14000315457,
8:59:16 AM,37.4206869,-122.1588248,5.86,494849954217379,14990861129,
8:59:16 AM,37.42072293,-122.1588899,5.8104625,494849954217379,14990861129,
8:59:17 AM,37.4207172,-122.1588852,5.04,494850957356021,15993999771,
8:59:17 AM,37.42074831,-122.1589377,5.046978,494850957356021,15993999771,
8:59:18 AM,37.4207483,-122.1589378,4.85,494851960114558,16996758308,
8:59:18 AM,37.42076853,-122.1589844,5.233358,494851960114558,16996758308,
8:59:19 AM,37.420772,-122.158983,4.2189417,494852462080193,17498723943,
8:59:19 AM,37.4207782,-122.1590061,6.48,494852958174762,17994818512,
8:59:19 AM,37.42080798,-122.159041,5.9435844,494852958174762,17994818512,
8:59:20 AM,37.4207964,-122.1590286,6.5,494853959503924,18996147674,
8:59:20 AM,37.42084823,-122.1590962,6.4815803,494853959503924,18996147674,
8:59:22 AM,37.4208408,-122.159093,6.08,494854972157879,20008801629,
8:59:22 AM,37.42088961,-122.1591408,6.0943003,494854972157879,20008801629,
8:59:23 AM,37.4208862,-122.1591436,6.18,494855978278239,21014921989,
8:59:23 AM,37.42092971,-122.1591883,6.167536,494855978278239,21014921989,
8:59:23 AM,37.4209289,-122.159189,5.9,494856957224275,21993868025,
8:59:23 AM,37.42097114,-122.15923,5.923139,494856957224275,21993868025,
8:59:24 AM,37.4209706,-122.1592311,5.67,494857958656353,22995300103,
8:59:24 AM,37.42101299,-122.1592634,5.6947865,494857958656353,22995300103,
8:59:26 AM,37.4210133,-122.1592653,6.18,494858965897652,24002541402,
8:59:26 AM,37.42104817,-122.1593241,6.092464,494858965897652,24002541402,
8:59:27 AM,37.4210507,-122.1593173,4.16,494859969375616,25006019366,
8:59:27 AM,37.42106279,-122.1593631,4.2559886,494859969375616,25006019366,
8:59:27 AM,37.4210702,-122.1593629,4.03,494860952480818,25989124568,
8:59:27 AM,37.42109344,-122.1594012,4.6702046,494860952480818,25989124568,
8:59:29 AM,37.421093,-122.1594034,4.38,494861963650919,27000294669,
8:59:28 AM,37.42112081,-122.1594463,3.471626,494861468836391,26505480141,
8:59:29 AM,37.4211038,-122.1594206,3.3062816,494862067937745,27104581495,
8:59:29 AM,37.421108,-122.1594433,3.9978704,494862667097745,27703741495,
8:59:29 AM,37.421122,-122.1594695,3.66,494862951885965,27988529715,
8:59:30 AM,37.42114019,-122.1594921,3.7637982,494863266242172,28302885922,
8:59:30 AM,37.4211405,-122.1595064,3.17,494863961312733,28997956483,
8:59:30 AM,37.42114512,-122.1595272,3.7150128,494863865364359,28902008109,
8:59:32 AM,37.4211479,-122.1595278,2.78,494864972456479,30009100229,
8:59:32 AM,37.42114818,-122.1595634,3.20938,494864972456479,30009100229,
8:59:32 AM,37.421151,-122.1595639,2.8696878,494865542864776,30579508526,
8:59:32 AM,37.4211479,-122.1595816,2.97,494865961610432,30998254182,
8:59:33 AM,37.42115942,-122.1595989,2.8192303,494866092000000,31128643750,
8:59:34 AM,37.4211517,-122.159596,3.12,494866964168813,32000812563,
8:59:33 AM,37.4211824,-122.159624,2.9171004,494866621235141,31657878891,
8:59:34 AM,37.4211633,-122.1596228,3.0932553,494867699684984,32736328734,
8:59:34 AM,37.421188,-122.1596488,4.6,494867957843287,32994487037,
8:59:35 AM,37.42120396,-122.1596645,4.1097074,494868298773891,33335417641,
8:59:35 AM,37.4212064,-122.1596714,4.483814,494868897876026,33934519776,
8:59:35 AM,37.4212215,-122.1596993,4.03,494868959837501,33996481251,
8:59:36 AM,37.42123122,-122.1596886,4.1647577,494869496993943,34533637693,
8:59:36 AM,37.4212424,-122.1597187,4.93,494869962344164,34998987914,
8:59:37 AM,37.42125863,-122.1597282,4.5679584,494870096106755,35132750505,
8:59:37 AM,37.4212623,-122.1597352,5.73,494870961997388,35998641138,
8:59:37 AM,37.42129542,-122.1597836,5.7033997,494870961997388,35998641138,
8:59:38 AM,37.4212903,-122.1597755,6.08,494871954470352,36991114102,
8:59:38 AM,37.42133781,-122.1598341,6.0704446,494871954470352,36991114102,
8:59:39 AM,37.4213333,-122.1598309,6.25,494872960762640,37997406390,
8:59:39 AM,37.42137985,-122.1598787,6.245579,494872960762640,37997406390,
8:59:40 AM,37.4213766,-122.15988,6.14,494873962041229,38998684979,
8:59:40 AM,37.42141866,-122.1599259,6.140052,494873962041229,38998684979,
8:59:42 AM,37.4214186,-122.1599264,6.53,494874966262631,40002906381,
8:59:42 AM,37.4214626,-122.1599783,6.516336,494874966262631,40002906381,
8:59:42 AM,37.42146,-122.1599788,6.83,494875959677990,40996321740,
8:59:42 AM,37.42150267,-122.1600376,6.776085,494875959677990,40996321740,
8:59:44 AM,37.4215022,-122.1600355,7.17,494876968473976,42005117726,
8:59:44 AM,37.4215491,-122.1600918,7.149785,494876968473976,42005117726,
8:59:44 AM,37.4215476,-122.1600922,7.27,494877960607252,42997251002,
8:59:44 AM,37.42159213,-122.1601531,7.260654,494877960607252,42997251002,
8:59:45 AM,37.4215924,-122.1601517,7.42,494878958457143,43995100893,
8:59:45 AM,37.42163617,-122.1602155,7.4175754,494878958457143,43995100893,
8:59:47 AM,37.4216355,-122.1602154,7.53,494879971783494,45008427244,
8:59:47 AM,37.421684,-122.1602744,7.5293045,494879971783494,45008427244,
8:59:47 AM,37.4216838,-122.1602748,6.99,494880954426978,45991070728,
8:59:47 AM,37.42173424,-122.1603275,6.998744,494880954426978,45991070728,
8:59:49 AM,37.4217331,-122.1603296,7.76,494881972433589,47009077339,
8:59:49 AM,37.42178373,-122.160391,7.7335935,494881972433589,47009077339,
8:59:50 AM,37.4217828,-122.1603887,7.26,494882968044314,48004688064,
8:59:50 AM,37.42183148,-122.1604526,7.2720327,494882968044314,48004688064,
8:59:50 AM,37.4218321,-122.1604512,7.48,494883962060090,48998703840,
8:59:50 AM,37.42187892,-122.1605111,7.470727,494883962060090,48998703840,
8:59:52 AM,37.4218791,-122.1605098,7.78,494884965156127,50001799877,
8:59:52 AM,37.42192929,-122.160575,7.771316,494884965156127,50001799877,
8:59:53 AM,37.4219288,-122.160573,7.47,494885970137373,51006781123,
8:59:53 AM,37.42198375,-122.1606285,7.4722705,494885970137373,51006781123,
8:59:54 AM,37.4219829,-122.1606296,6.62,494886964772160,52001415910,
8:59:54 AM,37.42203372,-122.1606796,6.646571,494886964772160,52001415910,
8:59:54 AM,37.4220341,-122.1606806,7.01,494887953762779,52990406529,
8:59:54 AM,37.42208463,-122.1607369,7.001589,494887953762779,52990406529,
8:59:53 AM,37.4220827,-122.1607346,,494886769000000,51805643750,
8:59:55 AM,37.4222752,-122.1606079,6.49,494888960493088,53997136838,
8:59:55 AM,37.42213192,-122.160781,6.4922023,494888960493088,53997136838,
8:59:57 AM,37.4221429,-122.1607971,6.83,494889964548865,55001192615,
8:59:57 AM,37.42218217,-122.1608322,6.8291225,494889964548865,55001192615,
8:59:58 AM,37.4221843,-122.1608354,7.09,494890965601985,56002245735,
8:59:58 AM,37.42223135,-122.1608854,7.087508,494890965601985,56002245735,
8:59:58 AM,37.4222307,-122.1608863,6.75,494891959693491,56996337241,
8:59:58 AM,37.42227997,-122.1609367,6.752307,494891959693491,56996337241,
8:59:59 AM,37.422279,-122.160938,7.14,494892963279424,57999923174,
8:59:59 AM,37.422332,-122.1609907,7.133349,494892963279424,57999923174,
