Start time ,Lat,Long ,Velocity ,Time ,Time offset ,
16:54:38,37.4271193,-122.1725478,1.216249,5.2337E+14,0,0.999997949
16:54:39,37.4271415,-122.1725412,1.890479,5.23371E+14,1073487083,
16:54:39,37.42716569,-122.1725303,2.24,5.23371E+14,1423351480,
16:54:39,37.4271243,-122.1728566,,5.23371E+14,1034552885,
16:54:39,37.4271504,-122.1725336,2.028509,5.23371E+14,1672699948,
16:54:40,37.42719218,-122.1725161,3.06,5.23372E+14,2426880018,
16:54:40,37.4271737,-122.1725285,2.192745,5.23372E+14,2271887500,
16:54:40,37.4271948,-122.1725155,2.993345,5.23372E+14,2871063750,
16:54:41,37.42722171,-122.1724836,4.72,5.23373E+14,3431951628,
16:54:41,37.4272085,-122.1725002,3.078173,5.23373E+14,3431951628,
16:54:41,37.4272273,-122.1724775,4.174022,5.23374E+14,3949548646,
16:54:42,37.42726132,-122.1724516,5.66,5.23374E+14,4425823915,
16:54:42,37.4272525,-122.1724571,5.646689,5.23374E+14,4425823915,
16:54:43,37.42731026,-122.1724268,6.05,5.23375E+14,5426479587,
16:54:43,37.4273053,-122.1724253,6.045075,5.23375E+14,5426479587,
16:54:44,37.42735935,-122.172414,5.98,5.23376E+14,6437174844,
16:54:44,37.4273587,-122.1724104,5.979869,5.23376E+14,6437174844,
16:54:45,37.42741311,-122.1724016,6.26,5.23377E+14,7426587495,
16:54:45,37.4274123,-122.1723996,6.259521,5.23377E+14,7426587495,
16:54:46,37.42746914,-122.1723883,6.41,5.23378E+14,8422777542,
16:54:46,37.4274685,-122.1723872,6.40832,5.23378E+14,8422777542,
16:54:47,37.42753052,-122.1723739,7.19,5.23379E+14,9437797799,
16:54:47,37.4275289,-122.1723725,7.185813,5.23379E+14,9437797799,
16:54:48,37.42758884,-122.1723684,6.46,5.2338E+14,10434271440,
16:54:48,37.4275898,-122.1723643,6.483691,5.2338E+14,10434271440,
16:54:49,37.42765046,-122.1723442,6.81,5.23381E+14,11427276695,
16:54:49,37.4276496,-122.1723504,6.80439,5.23381E+14,11427276695,
16:54:50,37.42771141,-122.1723221,6.69,5.23382E+14,12439386796,
16:54:50,37.4277107,-122.1723243,6.691023,5.23382E+14,12439386796,
16:54:51,37.42776808,-122.1723023,6.56,5.23383E+14,13433942000,
16:54:51,37.4277676,-122.1723007,6.559981,5.23383E+14,13433942000,
16:54:52,37.42782708,-122.1722807,6.66,5.23384E+14,14435657516,
16:54:52,37.4278263,-122.1722805,6.658947,5.23384E+14,14435657516,
16:54:53,37.42788228,-122.1722518,6.53,5.23385E+14,15429317511,
16:54:53,37.4278828,-122.1722552,6.53048,5.23385E+14,15429317511,
16:54:54,37.42794364,-122.1722284,7.13,5.23386E+14,16423849329,
16:54:54,37.4279414,-122.1722278,7.118228,5.23386E+14,16423849329,
